Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/env_infos/final/x_position Max,evaluation/env_infos/final/x_position Mean,evaluation/env_infos/final/x_position Min,evaluation/env_infos/final/x_position Std,evaluation/env_infos/final/x_velocity Max,evaluation/env_infos/final/x_velocity Mean,evaluation/env_infos/final/x_velocity Min,evaluation/env_infos/final/x_velocity Std,evaluation/env_infos/initial/x_position Max,evaluation/env_infos/initial/x_position Mean,evaluation/env_infos/initial/x_position Min,evaluation/env_infos/initial/x_position Std,evaluation/env_infos/initial/x_velocity Max,evaluation/env_infos/initial/x_velocity Mean,evaluation/env_infos/initial/x_velocity Min,evaluation/env_infos/initial/x_velocity Std,evaluation/env_infos/x_position Max,evaluation/env_infos/x_position Mean,evaluation/env_infos/x_position Min,evaluation/env_infos/x_position Std,evaluation/env_infos/x_velocity Max,evaluation/env_infos/x_velocity Mean,evaluation/env_infos/x_velocity Min,evaluation/env_infos/x_velocity Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/env_infos/final/x_position Max,exploration/env_infos/final/x_position Mean,exploration/env_infos/final/x_position Min,exploration/env_infos/final/x_position Std,exploration/env_infos/final/x_velocity Max,exploration/env_infos/final/x_velocity Mean,exploration/env_infos/final/x_velocity Min,exploration/env_infos/final/x_velocity Std,exploration/env_infos/initial/x_position Max,exploration/env_infos/initial/x_position Mean,exploration/env_infos/initial/x_position Min,exploration/env_infos/initial/x_position Std,exploration/env_infos/initial/x_velocity Max,exploration/env_infos/initial/x_velocity Mean,exploration/env_infos/initial/x_velocity Min,exploration/env_infos/initial/x_velocity Std,exploration/env_infos/x_position Max,exploration/env_infos/x_position Mean,exploration/env_infos/x_position Min,exploration/env_infos/x_position Std,exploration/env_infos/x_velocity Max,exploration/env_infos/x_velocity Mean,exploration/env_infos/x_velocity Min,exploration/env_infos/x_velocity Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls 
114,0.9947605,0.026146833,-0.9534164,0.66852057,22.389756108930722,16,33.745576439647365,22.389756108930722,13.981666581706516,5.704824571136341,1.343735056353817,0.3681768733226018,-1.0051315264950156,0.33366734579353796,-0.18226253682897461,-0.3065762165664081,-0.9220653418521755,0.1759518535448889,-0.3569998341298383,-0.7822735906455747,-1.8877494617230428,0.36242832851898343,0.0008794278223965234,-0.004153755903759224,-0.008423721501843041,0.0028324783125088,-0.4398435488148581,-0.45661700546664985,-0.47106174618103236,0.008850604999455005,0.0008794278223965234,-0.17932786546121668,-0.9220653418521755,0.13499914738684604,0.3439635723364448,-0.6291375060768386,-2.0050654683659435,0.33396898438449873,5622,112587,136,60.8125,37,23.688654325436048,0.99820554,0.008515165,-0.9979132,0.7455216,10.67939273330362,25,38.30100327414447,10.67939273330362,-11.522349953312979,10.245881905931014,1.3367358906097941,0.2669848183325905,-1.0565828678010645,0.37801275843569254,-0.08266907308619739,-0.23335326106559734,-0.636714658203598,0.12475967341094207,-0.313257299455626,-0.8056276837252787,-1.58214002631607,0.3269755839474236,0.0013314136878344828,-0.0034812275045808467,-0.008494290514564344,0.0030883309576744,-0.3319690453356153,-0.45319307289043365,-0.5149713677235848,0.04667970388385565,0.0013314136878344828,-0.14568031234440434,-0.636714658203598,0.10024486569806762,0.3380595896072917,-0.7296799317004374,-2.054110301911706,0.3779811151773007,5157,116000,69,40.0,9,17.82133552795637,116000,0.007902800000010757,25.64693679999891,1.2535462000000734,3.1409598000000187,0.00892550000025949,21.235423999998602,0.00011089999998148414,3427.566137600035,6.759999996575061e-05,1079.30615234375,-0.8011095523834229,20.207706,6.114705,-8.826794,6.6538725,-1060830.5,1237752.8,922390.6,0.1460612,331974.06,1220943.4,957261.56,499611.25,191042.77,1228265.9,956939.6,497795.75,190502.83,59149394000.0,59577970000.0,115000
115,0.98929137,0.023931338,-0.92202187,0.6574335,23.637667145917714,18,39.739531851128724,23.637667145917714,5.51006996494586,9.71436685753272,3.946612932651448,0.43863712229538016,-0.5367528300328602,0.38138112549300274,-0.12682009116179171,-0.24069332205361865,-0.606517406560717,0.11262702383538563,-0.22118206203719168,-0.5068123577934789,-1.3019442284446514,0.26729418979536795,0.0011980364212219206,-0.0034573737267888137,-0.007940419664843188,0.0029947464921228394,-0.4403676642387252,-0.4567922806493921,-0.4711708628386159,0.009091044108976997,0.0011980364212219206,-0.14950378588589228,-0.606517406560717,0.08938881375480895,2.951213644473958,-0.5587661286464498,-1.536458058629786,0.3815064179422034,5640,113557,98,53.888888888888886,21,21.004996466155614,0.9992681,0.034729157,-0.98764884,0.73945135,14.748392370440369,26,116.84052142187346,14.748392370440369,1.6942938532402396,21.79451615679698,1.6113808890694454,0.38345820163144956,-1.0853432771247984,0.4101801112306997,-0.12141325937342932,-0.18907241464779675,-0.3456819864178792,0.0662514903623073,-0.12657705401836195,-0.6052437178092622,-1.1854051879785985,0.2618554680087951,0.0009977622862141786,-0.003848327759422349,-0.008128552072537487,0.0031086965741287855,-0.23095083248236284,-0.4336749772355603,-0.49969672742418075,0.07098172375986579,0.0009977622862141786,-0.12751811996778756,-0.3456819864178792,0.06896910817718156,0.6122809705251531,-0.6132538317953415,-2.0852717535701752,0.4101297753090425,5183,117000,133,38.46153846153846,17,23.784660165148413,117000,0.008204299999761133,25.5464308000046,1.3360348999999587,3.0802872999997817,0.009191300000111369,21.112455000004957,0.00016129999994518585,3454.56691600005,9.67000000855478e-05,1082.1182861328125,13.264667510986328,17.524067,4.1014338,-4.9388943,5.5688744,-1144184.2,1320457.4,1077409.2,0.14404547,209108.89,1325304.2,1064597.6,616496.4,187565.56,1330906.1,1065702.0,606750.06,188393.38,11559289000.0,11568894000.0,116000
116,0.9910829,0.05994639,-0.906447,0.61707276,32.61032459727363,14,68.39724227257956,32.61032459727363,17.87486467901786,13.940912096845448,1.1552750920205122,0.48568568549130947,-0.35672995114486633,0.2664732405493838,-0.15697310727986985,-0.2744190737221835,-0.6678427732691463,0.12188646075044512,-0.013565094514375597,-0.4447129676165753,-1.1640959577036425,0.30043915140678656,0.0009667634263695758,-0.0029365812676416963,-0.008016763201643101,0.002710971905648679,-0.4295250362591635,-0.4423738552487661,-0.4575573000492208,0.007589731898344577,0.0009667634263695758,-0.17759427700929364,-0.6678427732691463,0.11247620614713413,0.15550521886336863,-0.5120080806052457,-1.3567092361987751,0.26648700091704985,5654,114497,152,67.14285714285714,38,27.841020975883627,0.9995319,0.025429321,-0.99471354,0.7337506,18.4632517017616,22,94.79792029857548,18.4632517017616,2.4115945013119817,20.094054634324422,3.1879245793364688,0.4061915374387552,-0.9606102556382539,0.40382998911717083,-0.11670415482647803,-0.21410402269692394,-0.45119345083495893,0.08452690992215672,0.1986946980159221,-0.6853064772054156,-1.3439013426737798,0.31229119894129026,0.002437405264291834,-0.002711311794795406,-0.007655447242559133,0.0027986012101264466,-0.06954512668420176,-0.4201949198545739,-0.5156188091541652,0.09077007167419401,0.002437405264291834,-0.13627082829055645,-0.45119345083495893,0.07905090152001118,2.1910344593070192,-0.590574243217654,-1.9601312867199303,0.40367390521737245,5205,118000,119,45.45454545454545,17,23.877961068596044,118000,0.007979200000136188,26.57927829999744,1.3220757999997659,3.1421104999999443,0.010031400000116264,22.09681819999787,0.00016559999994569807,3482.619320100049,9.759999966263422e-05,1122.9019775390625,-5.710677146911621,19.583456,6.8130617,-3.938416,6.259028,-1175056.6,1526496.9,1073823.8,-1.5576068,377950.16,1423125.4,1103994.4,-65930.59,262914.62,1436750.0,1106683.0,0.82518035,257282.28,60632916000.0,60374008000.0,117000
117,0.99131864,0.018569965,-0.9233071,0.6419083,19.70832328704008,20,29.357828910912257,19.70832328704008,7.3870088364833615,5.80589534275256,1.0103464506042141,0.4215684125570071,-0.49384572605297117,0.2922741510650044,-0.12827772471892082,-0.21511734384587747,-0.35041408419997216,0.06910614980501394,-0.23807998449892898,-0.49880141910400366,-0.9700774401800727,0.2126083196585731,0.0013542077330111477,-0.003362235052499777,-0.007662811405325556,0.0026561612651773347,-0.4304796852475975,-0.45661241577171063,-0.4750378399945508,0.012837205817917582,0.0013542077330111477,-0.1344419759948616,-0.35041408419997216,0.07006671436955789,0.010410600103153561,-0.5759572409613671,-1.4937173918734505,0.2923639547206868,5674,115432,68,46.75,23,13.798097694972304,0.9989091,0.023990877,-0.99408674,0.73037416,12.963519390537607,23,32.020834635204544,12.963519390537607,0.903310062891004,7.928560164627927,1.1539485554910707,0.2981609459823649,-1.2405715712217227,0.3704899784129616,-0.12698642383253694,-0.24331273126210157,-0.553299491101647,0.10800589251063697,-0.1398450352456601,-0.746756533600968,-1.3771201383683678,0.29360171957454767,0.0016545006972847815,-0.003959151708252982,-0.007899231783115171,0.002558972558493533,-0.38936333423320746,-0.4562339498611499,-0.5062578331237148,0.03175575389487973,0.0016545006972847815,-0.15178060537800492,-0.553299491101647,0.09528931892551748,0.15709861352215282,-0.698634922064121,-2.240363734921588,0.37046691424534034,5228,119000,76,43.47826086956522,18,16.584092863520155,119000,0.008041099999900325,25.573349900000267,1.3368737999999212,3.116710100000091,0.008092000000033295,21.103348500000266,0.00016760000016802223,3509.6388239000507,0.00011679999988700729,1124.7603759765625,-0.5284477472305298,22.534271,6.07522,-6.726049,7.6876645,-1185875.9,1394300.0,1121382.1,0.049863964,255464.83,1375211.6,1101100.2,469202.6,216936.88,1378665.8,1101791.2,437050.2,217877.33,13832092000.0,13415013000.0,118000
118,0.9904313,0.023194214,-0.90679365,0.6789158,27.148191889924597,16,38.14981367454303,27.148191889924597,10.438348255090236,7.852160226511946,1.0910936492545418,0.4581973314755207,-0.554083552352987,0.2608651907177223,-0.13099607828744123,-0.25550712832784217,-0.40848489036711366,0.07439447024327688,-0.18721920405140313,-0.601856909138099,-0.9863476256770017,0.22361777505931282,0.0011476061886848074,-0.0036500854182399487,-0.008057569235001843,0.003035942446007913,-0.4344159726130916,-0.4556270897349195,-0.4736175721995442,0.011713618947425177,0.0011476061886848074,-0.14961996205437944,-0.40848489036711366,0.07762923011511096,0.0911731357065848,-0.5390338810706362,-1.5538730088098867,0.2611091216844493,5690,116380,84,59.25,27,16.342046995404218,0.99906623,0.013279373,-0.9918394,0.72616273,11.822536844601784,25,26.040759399820192,11.822536844601784,0.8443606524555035,6.375452192490956,1.0873722276810602,0.2955634211150446,-1.1788540589003138,0.32186268658074874,-0.11877055184902983,-0.22386978717870906,-0.47038054860783307,0.08032780572078652,-0.23811930960937996,-0.808232228070614,-1.6720077759624294,0.2960484711335623,0.0024662213362108003,-0.0031169209083002553,-0.00829793239610784,0.0029208297388701753,-0.31163926982879225,-0.4567576001872215,-0.5138900810648829,0.044340855924027534,0.0024662213362108003,-0.13024716986411228,-0.47038054860783307,0.07853258469671288,0.08816171903647946,-0.7012716470997079,-2.176227236667114,0.3218984873545073,5253,120000,70,40.0,22,12.690153663372245,120000,0.008770500000082393,25.706230200007212,1.3543331999999282,3.020517700000255,0.016727800000353454,21.30571210000653,9.140000020124717e-05,3536.8006937000764,7.749999986117473e-05,1169.3682861328125,-9.726318359375,23.105175,7.376843,-3.455644,7.412257,-1247993.8,1471317.2,1189254.1,-0.8418278,268442.97,1454424.2,1176858.2,749683.44,201816.31,1460578.9,1175909.9,741047.75,202381.38,27284582000.0,27313842000.0,119000
119,0.99043083,0.02665881,-0.907635,0.62911236,24.060272068613433,17,33.54420267710204,24.060272068613433,13.933699427482068,5.936261244044466,1.0626131095037001,0.4110800252928928,-0.7555739559884589,0.3135796615483192,-0.15699293259400604,-0.2735924717390994,-0.6897671420481303,0.12612541567579894,-0.25305165957103387,-0.5672293393669612,-1.6237719716676728,0.31569154345889766,0.001335523537837225,-0.0025607257946686783,-0.008626126812619244,0.002967446563905984,-0.4321606564926502,-0.4509324153812074,-0.47226681617137584,0.010361629343501043,0.001335523537837225,-0.16173822588081363,-0.6897671420481303,0.10123937967307292,0.06261437044764381,-0.5865410162747696,-1.7537712499852698,0.31367485918884686,5707,117375,107,58.529411764705884,34,17.76353716451641,0.9985306,0.019718757,-0.99548817,0.7292033,14.179071393884659,22,38.47100137810334,14.179071393884659,0.16513854650045762,9.072434278404488,1.22174171357112,0.31193957066546263,-1.368310072189015,0.3447391375636023,-0.10990309443347511,-0.24875589356004316,-0.4038246110983793,0.08686143943955447,-0.2623493319038432,-0.7750109156080431,-1.2482720208162046,0.24994555916996933,0.001144741514121769,-0.003237387397894829,-0.008640262390576737,0.0027124002275056426,-0.33217812640935973,-0.440535451059214,-0.5071933049213554,0.05142619949774185,0.001144741514121769,-0.14941015985528458,-0.4038246110983793,0.08431837710682508,0.22189604909973215,-0.6848676718692106,-2.368310069539872,0.34464246766820805,5275,121000,79,45.45454545454545,14,16.856957756172626,121000,0.005126300000029005,25.570302300003277,1.3713318999998592,3.0143441999998686,0.010174000000006345,21.169067900003483,0.0001677999998719315,3563.817417400078,9.020000015880214e-05,1238.8533935546875,-0.3891944885253906,24.005636,6.054647,-3.9337707,6.813679,-1296620.2,1481443.0,1194247.2,0.38329428,290225.6,1459595.2,1176386.9,650990.56,221531.19,1458445.8,1176504.9,660822.6,221568.25,36431940000.0,36418023000.0,120000
120,0.98849857,0.01185575,-0.9072275,0.62182456,16.92544749288894,11,28.77285098216613,16.92544749288894,12.108799895135366,4.302002337296094,0.9735114852209753,0.44434349026677417,-0.49464559561034105,0.3234118893135455,-0.13584684873493177,-0.1691833835649093,-0.29410284911791545,0.0410143016529876,-0.2598426296847728,-0.45895962783461036,-0.9091429372776599,0.15583259845552078,0.001303395302044678,-0.004275829101909179,-0.008541013330375652,0.003048087942669322,-0.45107077896563286,-0.46361445476361834,-0.47561715986366176,0.008179348527269831,0.001303395302044678,-0.11100393973475463,-0.29410284911791545,0.053110883747690914,-0.02570295440953302,-0.553335671572852,-1.4945569266455379,0.3237202216001109,5718,117794,66,38.09090909090909,29,9.5580004133096,0.9991339,0.015650436,-0.9888195,0.7292667,10.763489931693837,27,29.959348942805804,10.763489931693837,-1.2260206781969107,7.063216903005421,1.185827381964655,0.2906142281557336,-1.1574995968987267,0.3653183947360078,-0.07734171336683333,-0.20851513872007083,-0.42635338773306114,0.08949769928445786,-0.05997446893891978,-0.7250938246062084,-1.320219339283675,0.29819315531146884,0.0012210789001003515,-0.00290482491144129,-0.008200961415785113,0.0028449809040295014,-0.3359228126206783,-0.4540190145578145,-0.5187383419581286,0.04029396324100736,0.0012210789001003515,-0.134488540516062,-0.42635338773306114,0.08039562518781254,0.18597019843372836,-0.7061933224971856,-2.1571839654793066,0.36527540277059733,5302,122000,62,37.03703703703704,8,15.805487751812732,122000,0.005120499999975436,25.57926519999728,1.2811955000001944,3.0620192999999745,0.006643400000029942,21.223965399997724,0.00016109999978652922,3590.792831300068,0.00015999999959603883,1291.513916015625,8.678313255310059,20.832386,4.7885494,-6.426563,7.1950045,-1334557.0,1568626.6,1286506.5,611496.5,199724.34,1560618.1,1250277.5,578385.56,230460.56,1582109.5,1252768.4,599334.1,230016.88,9016152000.0,8586546700.0,121000
121,0.9901376,0.023892783,-0.92454606,0.65599334,22.443671917771006,19,39.861552986136395,22.443671917771006,12.44845560731326,7.816571469211669,0.9753522864452804,0.44235452949963605,-0.6739752618562526,0.2938684050652404,-0.1609944482585484,-0.22538316148466234,-0.3785023572338203,0.06407925955454932,-0.2736776879450689,-0.5291442636508783,-1.0499002738300067,0.20739695700217461,0.0011870170366290373,-0.0037815897816539847,-0.007779079143295186,0.003214180497378627,-0.43629179442032484,-0.46179926679187966,-0.47667699941485214,0.011270050381986607,0.0011870170366290373,-0.1408856541871564,-0.3785023572338203,0.07279733210498206,-0.024621289664576024,-0.5550600818088076,-1.6725497322570628,0.2940310595425312,5737,118758,87,50.73684210526316,34,14.916758873524058,0.9981571,0.01790781,-0.99623,0.7442713,11.502276230010866,25,39.1007700062227,11.502276230010866,0.1237185794378946,9.611965404238708,1.3370659647602865,0.28755690575027165,-1.1217814394386647,0.35127971748025794,-0.11426687450353988,-0.22653927925870668,-0.5529748946789403,0.11086792771606568,-0.10102038455414575,-0.6727448759949847,-1.379599737838695,0.32046111128302285,0.0013592268004910314,-0.002994583036463076,-0.00821128278489636,0.0031138747291930948,-0.2527322805254281,-0.42161424726647,-0.49524511864570303,0.06231836763513622,0.0013592268004910314,-0.14432341733114032,-0.5529748946789403,0.09552380923431665,0.339764698805315,-0.709117531876173,-2.1195663696678517,0.35120341206255784,5327,123000,71,40.0,16,18.467268341582088,123000,0.005718500000057247,21.479220099996382,1.195853900000202,2.483964200000173,0.007308600000214938,17.7861267999956,0.00015680000024076435,3613.246670600073,9.129999989454518e-05,1330.2445068359375,-0.06531000137329102,21.44075,6.00908,-3.8648977,7.3354287,-1417272.0,1780712.5,1312453.8,-0.021011287,342380.25,1844364.4,1334687.8,678480.2,230717.88,1900311.6,1335166.0,681507.4,232380.62,51323620000.0,51944317000.0,122000
122,0.9933766,0.034999482,-0.90216625,0.63252765,29.099333729472683,14,51.85054967758113,29.099333729472683,7.6651089736763005,12.039653502676854,1.165103647239251,0.4486681412033234,-0.5854278860740817,0.2928206542202119,-0.16809962853903818,-0.2849186753676858,-0.4820832079686545,0.0952801814001949,-0.03867559133443124,-0.5563591686857906,-1.2008239440143564,0.33783973623118424,-0.00033781034461187204,-0.0037537370729142164,-0.007911752727006928,0.0024521844764510735,-0.43131067268410456,-0.4560224933931339,-0.4689710097874494,0.009798862420732106,-0.00033781034461187204,-0.1611943513552477,-0.4820832079686545,0.08961935509889651,0.1651557387148273,-0.5489239613693326,-1.5839779588632739,0.2928456213558791,5751,119666,94,64.85714285714286,45,15.67918156964443,0.9997192,0.017596576,-0.99451035,0.7397958,12.475282692525797,22,33.80186121292784,12.475282692525797,-5.278381439068779,8.396096896222069,1.102191737099782,0.2744562192355675,-0.9261005051238906,0.3516862821324333,-0.11638764982052824,-0.2626993606041364,-0.7169778651120755,0.15396252867611585,-0.3120311259291637,-0.8321561753201198,-1.8586454923863738,0.32805683240953376,0.0006003682667137763,-0.003595209433337708,-0.00840107193715818,0.002756671156440367,-0.21739325023347847,-0.4418963628944996,-0.5026747770327988,0.06474383168570041,0.0006003682667137763,-0.16030570931531601,-0.7169778651120755,0.12100501019797953,0.10418301503290275,-0.7222581357033755,-1.9241071494920623,0.3516782462546253,5349,124000,89,45.45454545454545,20,21.109513737837112,124000,0.004766699999890989,21.433422200003406,1.0120062000000871,2.4484660999996777,0.006180999999742198,17.961863800004267,9.009999985210015e-05,3635.658448800088,4.8299999889422907e-05,1365.99951171875,6.181393623352051,22.680264,5.143809,-5.737396,6.5406075,-1447419.8,1711413.8,1284874.8,0.12688828,429435.2,1670142.5,1326633.0,637198.4,279373.16,1670808.1,1329025.8,647917.9,277350.9,66514428000.0,67789038000.0,123000
123,0.9922377,0.030356977,-0.8878783,0.5630211,31.93596517382106,2,47.42782631961497,31.93596517382106,16.444104028027148,15.491861145793912,1.034519819356521,0.4802400778018204,-0.5515623572965899,0.2582737791700717,-0.2033800279887753,-0.2753921965762526,-0.3474043651637298,0.07201216858747725,-0.22430293972808268,-0.38126236438376476,-0.5382217890394468,0.15695942465568208,-0.0031302453009782556,-0.0034865329558229417,-0.003842820610667628,0.0003562876548446861,-0.4482657480206673,-0.44897904508675057,-0.44969234215283377,0.0007132970660832239,-0.0031302453009782556,-0.16003820918066347,-0.3474043651637298,0.08542947248371231,0.03453219772970445,-0.5178524360547436,-1.5509688365360537,0.25799917197078837,5753,119799,91,66.5,42,24.5,0.9985416,0.02416515,-0.99232495,0.7275126,16.111660713311707,18,41.4544958928538,16.111660713311707,0.4357748842085927,11.739654665815172,1.3721263844585738,0.2900098928396107,-1.290147845958439,0.3478366244753146,-0.11871621867128178,-0.31416876162891877,-0.5117062405629473,0.09384003366644908,-0.3161185885251841,-0.9201994894571279,-1.388481152580362,0.322760147208797,0.0017455184692360191,-0.003477730109071551,-0.00863254850910308,0.0030448775873836435,-0.26141509702380833,-0.4308963796898612,-0.49991278673977435,0.06862455202198241,0.0017455184692360191,-0.16682743703835134,-0.5117062405629473,0.09901007123747452,0.37217171444285135,-0.7068109557540737,-2.286576774333683,0.34767535267945227,5367,125000,86,55.55555555555556,21,14.885571769790378,125000,0.005214600000272185,21.48512129999881,1.0866980000000694,2.28207650000013,0.007284400000116875,18.103711199998543,8.969999998953426e-05,3658.117849100097,4.689999968832126e-05,1439.7666015625,1.0126357078552246,23.050152,5.860753,-2.8698163,5.7212834,-1524640.5,1737823.1,1417202.5,0.10243846,360463.0,1685441.5,1396621.5,643582.9,257598.1,1688532.1,1396028.4,635354.06,257577.97,35447955000.0,35385640000.0,124000
124,0.9904995,0.012055959,-0.88628364,0.64260405,16.600892644697293,24,24.240306629558585,16.600892644697293,8.839748872204122,3.6121037748403046,1.0102844887975369,0.4057244638215225,-0.607462717040789,0.2951279563306313,-0.13517407744206003,-0.19381231408903246,-0.29878804381664165,0.039870320202918495,-0.19261209343141017,-0.5547431405815907,-0.9311456528217077,0.20566309413298187,0.0013500474847071076,-0.0037003619275013146,-0.008534572146177305,0.003328405857689852,-0.425672621689153,-0.4503675658744273,-0.46649961783144644,0.010704187577137736,0.0013500474847071076,-0.11611909879190105,-0.29878804381664165,0.05661619838248014,0.011513574481359506,-0.5917970245067004,-1.6068932519996284,0.29532782661158885,5777,120781,57,40.916666666666664,26,6.518669768868151,0.9990359,0.011984189,-0.9935992,0.7275792,11.485591101337834,28,34.72751472754745,11.485591101337834,1.5871951144640717,7.224688198399554,1.1809863813433816,0.3215965508374594,-0.9167971818294258,0.35953030582982903,-0.00186096387632662,-0.1928760760411091,-0.41167638248646465,0.0778780807864145,-0.3857106580457679,-0.708186706766283,-1.3858813665635281,0.2615615646820582,0.0020242022384458153,-0.0032276755770097652,-0.00831509118622024,0.0032933061190233994,0.015546638791500669,-0.40917703242693443,-0.5068039413162401,0.09845128245053761,0.0020242022384458153,-0.11947718317164929,-0.41167638248646465,0.06791159562178302,0.1853868768725564,-0.675226358532302,-1.9159941931214066,0.3594140229324024,5395,126000,64,35.714285714285715,2,13.744757813324277,126000,0.004954699999871082,21.85042720000274,1.0606471999999485,2.357035099999848,0.006358600000112347,18.421245700003055,0.000132200000280136,3680.9571659000976,5.3699999625678174e-05,1458.067626953125,2.0869271755218506,25.53036,5.713526,-4.1345453,7.0956044,-1581872.2,1994520.1,1437439.5,-0.27838197,463947.12,1994038.0,1487591.2,897135.5,268508.16,2002417.2,1486464.0,895952.4,265933.38,93841690000.0,94437490000.0,125000
125,0.9902131,0.022241717,-0.9195674,0.6622098,27.597118647638307,15,43.48395628552778,27.597118647638307,15.200005162700013,7.166933636157972,1.1602225227639458,0.46149027838860046,-0.5459319735042859,0.25898534971408704,-0.1664211067176197,-0.2567288799476041,-0.3792333026665698,0.06108850424615617,-0.20685334620084567,-0.537181330574929,-0.8264944440021168,0.21286610084347424,0.0008871183901403264,-0.004012133845750799,-0.008621012155435776,0.0034064504273925446,-0.4343711504219143,-0.4557689484408444,-0.46900042371702055,0.010104935588980936,0.0008871183901403264,-0.15119602112015576,-0.3792333026665698,0.07489783980720031,0.1610806657955429,-0.53587562226041,-1.5454789305798817,0.2590359150784129,5792,121678,91,59.8,40,13.442222038537132,0.999255,0.021238802,-0.9954371,0.7519453,14.958565693866296,23,31.701143062148102,14.958565693866296,0.633950621550323,7.817655927452746,1.1822288979652897,0.3440470109589248,-0.9555000002916516,0.3276144253709601,-0.015556586960845142,-0.22738283410496263,-0.5217265277098061,0.1115289401857954,-0.17829489894102477,-0.7209890956679944,-1.4297939188007562,0.2855582611721434,0.001035623353913385,-0.003930946884996082,-0.008697407980749089,0.0030721726747721364,-0.1607347118183002,-0.44059026627380643,-0.5055901124004449,0.07229363748081628,0.001035623353913385,-0.14361345897514755,-0.5217265277098061,0.08937312305022758,0.18423133007321527,-0.6525577518817013,-1.9540810303028286,0.32747210250249514,5418,127000,97,43.47826086956522,2,18.707983799570457,127000,0.0046210999998947955,21.19622110000182,1.1163834999997562,2.374799499999881,0.008507600000029925,17.69172270000263,0.00010969999993903912,3703.1174591000913,7.699999969190685e-05,1469.1944580078125,12.937942504882812,21.921024,4.225849,-4.715702,5.317883,-1636385.9,1911349.9,1557551.0,0.45620975,306850.22,1918329.2,1550419.0,460761.34,274869.06,1900224.4,1546789.4,455218.0,275949.72,20814012000.0,21107530000.0,126000
126,0.98993903,0.02666762,-0.8837609,0.62006587,23.666496569036465,20,92.6110981266339,23.666496569036465,12.838896693758954,16.45011316682229,1.4191763005316664,0.48298972589870337,-0.5442546888826181,0.3037203909120345,-0.15144228614441502,-0.2016608296630898,-0.33355508078499807,0.047931560503099144,0.4194371242583206,-0.41951440539064977,-0.8222769749021904,0.25999859073665316,0.0009969318886750617,-0.0034787596941856804,-0.008449469864493018,0.0029439770488210613,-0.42132130839669996,-0.4474979949439061,-0.46514081807167396,0.012011913883379324,0.0009969318886750617,-0.13198114608838799,-0.33355508078499807,0.07009704735717559,0.4194371242583206,-0.514699117164427,-1.5430649287936975,0.30368386177561263,5812,122658,126,49.0,32,19.929877069364977,0.9993083,0.03553651,-0.9922229,0.71504915,26.156865413064793,19,222.64545048828188,26.156865413064793,5.2710382765652515,47.24369146028393,1.5751704515457872,0.4969804428482312,-0.7922542326088846,0.41777315495509376,-0.04092324553609128,-0.21100627490770485,-0.41746268187793545,0.08445463001580238,0.22469525731624687,-0.7138189723979714,-1.3175118096937914,0.3344335538270077,0.0022556628933438636,-0.003996138307195576,-0.007767461953036042,0.002805655485113201,-0.2928232403676633,-0.43658599686644345,-0.5144453713824141,0.06028860793479754,0.0022556628933438636,-0.12787656277744802,-0.41746268187793545,0.06881548078981972,0.575582529479337,-0.49994420836667197,-1.7887659031983316,0.4176896195008711,5437,128000,228,52.63157894736842,20,43.195041779688445,128000,0.0050279000001864915,21.26598479998802,1.0810685000001286,2.2539247999998224,0.011006000000179483,17.91481269998758,8.63000000208558e-05,3725.3466961000804,5.8600000102160266e-05,1483.1617431640625,0.06046950817108154,23.340652,5.991719,-3.451207,6.3646917,-1679562.0,1972821.8,1594342.5,0.0765069,390120.28,2060694.8,1595628.6,461300.0,318127.53,2026286.0,1597797.0,492308.0,315427.5,40763340000.0,40752624000.0,127000
