Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/env_infos/final/x_position Max,evaluation/env_infos/final/x_position Mean,evaluation/env_infos/final/x_position Min,evaluation/env_infos/final/x_position Std,evaluation/env_infos/final/x_velocity Max,evaluation/env_infos/final/x_velocity Mean,evaluation/env_infos/final/x_velocity Min,evaluation/env_infos/final/x_velocity Std,evaluation/env_infos/initial/x_position Max,evaluation/env_infos/initial/x_position Mean,evaluation/env_infos/initial/x_position Min,evaluation/env_infos/initial/x_position Std,evaluation/env_infos/initial/x_velocity Max,evaluation/env_infos/initial/x_velocity Mean,evaluation/env_infos/initial/x_velocity Min,evaluation/env_infos/initial/x_velocity Std,evaluation/env_infos/x_position Max,evaluation/env_infos/x_position Mean,evaluation/env_infos/x_position Min,evaluation/env_infos/x_position Std,evaluation/env_infos/x_velocity Max,evaluation/env_infos/x_velocity Mean,evaluation/env_infos/x_velocity Min,evaluation/env_infos/x_velocity Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/env_infos/final/x_position Max,exploration/env_infos/final/x_position Mean,exploration/env_infos/final/x_position Min,exploration/env_infos/final/x_position Std,exploration/env_infos/final/x_velocity Max,exploration/env_infos/final/x_velocity Mean,exploration/env_infos/final/x_velocity Min,exploration/env_infos/final/x_velocity Std,exploration/env_infos/initial/x_position Max,exploration/env_infos/initial/x_position Mean,exploration/env_infos/initial/x_position Min,exploration/env_infos/initial/x_position Std,exploration/env_infos/initial/x_velocity Max,exploration/env_infos/initial/x_velocity Mean,exploration/env_infos/initial/x_velocity Min,exploration/env_infos/initial/x_velocity Std,exploration/env_infos/x_position Max,exploration/env_infos/x_position Mean,exploration/env_infos/x_position Min,exploration/env_infos/x_position Std,exploration/env_infos/x_velocity Max,exploration/env_infos/x_velocity Mean,exploration/env_infos/x_velocity Min,exploration/env_infos/x_velocity Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls 
237,0.99373835,0.12648639,-0.9442329,0.42860353,200.94040943398448,4,613.8483489616481,200.94040943398448,44.612099594319496,238.81125682103072,3.558975651982211,0.8381247525922187,-1.10299874163377,0.4430322816689888,-0.08435228395163348,-0.30823547514096866,-0.8212289844434126,0.30032221192308023,0.14440871850845102,-0.2578083069232259,-1.0602116036642488,0.47190285502053114,-0.0005718313626707717,-0.0037639980969984823,-0.005711926095740347,0.002005178754448278,-0.45698852702815035,-0.4633877613553656,-0.46854633466372303,0.005200092685733698,-0.0005718313626707717,-0.1817801794047477,-0.8212289844434126,0.11012034210770759,2.564498371365451,-0.16067704855829668,-2.1000161938737603,0.44271774751920007,6930,217098,641,239.75,59,234.71405475599454,0.99864364,0.050023712,-0.9873055,0.75281835,50.177689376487756,13,159.1135303698375,50.177689376487756,6.138814081966155,47.741365251690134,3.5715149332201377,0.6523099618943409,-0.614454452519646,0.5076569122001736,0.16624497329649737,-0.21264019075507676,-0.6123586785353777,0.16885325729538272,0.7902570796250313,-0.5295390023356671,-1.4540066044545634,0.5199506167981116,0.0019244119584800312,-0.004232034052159341,-0.008583552010608578,0.003239998141438586,-0.3204306771167147,-0.4316427635736284,-0.5001074311283761,0.054274058580364014,0.16624497329649737,-0.12387124304948094,-0.6123586785353777,0.11516341939911137,2.5723705672538175,-0.344274610568698,-1.6085347809841541,0.5073946872538438,6914,239000,160,76.92307692307692,22,44.80635521280013,239000,0.005143399999724352,22.783176899992213,1.243875900000603,2.8991330999997444,0.007339699999647564,18.626240599992343,0.0004987000002074637,6334.777202100126,0.0009454999999434222,7081.05419921875,-12.917875289916992,26.238342,7.457148,-3.3543901,8.358751,-11374081.0,14185199.0,10760092.0,0.5236322,2772159.2,13958459.0,10708920.0,5633533.0,2066899.9,13904732.0,10726388.0,5699938.0,2057742.6,2824798200000.0,2845820300000.0,238000
238,0.9921677,0.10652341,-0.9274066,0.5030924,53.95433843552399,14,555.3199062659608,53.95433843552399,5.860618869088211,141.33010132682043,1.4557374027712289,0.7637621214330994,-0.004990670704291597,0.30833565484981923,-0.10987326636056628,-0.1327101145547633,-0.2781711402056632,0.04706265844990076,0.09931369853312388,-0.30769537460948243,-0.5104891706089361,0.18440983296242294,0.00011310125824547839,-0.003765452261103808,-0.007769023933063992,0.0027251808819211292,-0.44496158726451307,-0.45834725461733533,-0.47460616592729993,0.01000904485314401,0.00011310125824547839,-0.14867377257162168,-0.2807293602973664,0.06545879183029032,0.45580043333452375,-0.23465118359812615,-1.0049795254767029,0.30674737272444164,6944,218087,581,70.64285714285714,20,144.80114795463325,0.9992607,0.06991945,-0.99779797,0.73174584,46.49658955707086,16,223.1123645594018,46.49658955707086,3.7332875579861744,56.61906302703345,2.62126000091557,0.7439454329131336,-0.48722782388705543,0.4891511485039721,0.3766836514578442,-0.1265877674754759,-0.2959432824141223,0.14019180424666575,1.3519761243846462,-0.1965415283136236,-0.7582736903494965,0.46955378876304865,-0.0003953335366065566,-0.00375725837929841,-0.008573283642498236,0.002564298626668129,-0.2200115099833051,-0.44696904348729616,-0.5040203903785929,0.06552912656366615,0.3766836514578442,-0.10143545900137398,-0.2959432824141223,0.09105699187402864,1.6255026995850037,-0.2528125228881517,-1.4845513457395487,0.48886002917788046,6930,240000,177,62.5,19,46.283096266347606,240000,0.008334799999829556,22.16317359999448,1.1340679999993881,2.3400579999997717,0.01770089999990887,18.662769499995193,0.00014769999961572466,6357.939937300124,9.470000077271834e-05,6966.560546875,-3.5142221450805664,25.307945,6.3971376,-4.0263734,7.9522915,-11303157.0,14303255.0,11154726.0,0.36647108,2594500.2,14268540.0,10948143.0,4756449.5,2266996.5,14265017.0,10937024.0,4661674.5,2266538.2,1836033400000.0,1786016800000.0,239000
239,0.9922601,0.09475933,-0.93593115,0.5872569,135.02314806448337,6,273.93320367334655,135.02314806448337,55.625086078025156,69.92718847100241,4.003853544127633,1.012673610483625,-0.051322349505368084,0.49707006982230684,0.33983528360735765,0.01577593829750967,-0.30122750372549656,0.20717542652669008,0.8648421424835919,0.3761164579842216,0.02619187420389163,0.27973448729610295,0.0013399511840373947,-0.003601101228042926,-0.008426795383249622,0.0031148824532334397,-0.43905104847950177,-0.4492352157112596,-0.4584323557296965,0.0077093276799184785,0.33983528360735765,-0.06130651938934267,-0.3141233984003986,0.12705520166282216,3.008553773772409,0.014796710437371099,-1.0508460170196923,0.496457650049145,6950,218887,232,133.33333333333334,76,51.81912988677272,0.9992369,0.082388856,-0.992108,0.7264353,62.68149117626965,12,424.52113713112016,62.68149117626965,4.851113205176405,112.6154866364543,2.8658205341548793,0.7521778941152356,-0.8049387694612495,0.4720245896987589,-0.03722504089080459,-0.1627073475143087,-0.5904024258355942,0.1372852543477237,0.2504585310984233,-0.34653550620960666,-1.1231411317833144,0.35352777433878296,0.0005088076833467173,-0.0029792231623420964,-0.006546992764776898,0.0024428198913037423,-0.17314767685658566,-0.41857849154731214,-0.4957275326200253,0.08690648764303131,0.0005088076833467173,-0.1285363534676994,-0.5904024258355942,0.08566370656370069,1.8688887795657982,-0.24461512842651767,-1.801717748285865,0.4716066918294018,6942,241000,430,83.33333333333333,16,111.69104211569025,241000,0.005122800000208372,22.95045729999947,1.109503799999402,2.4789004999993267,0.009822199999689474,19.346672300000137,0.00019530000008671777,6381.899316600135,0.0002404000006208662,6987.740234375,-4.657817840576172,25.884388,6.526193,-8.421921,8.104191,-10995056.0,14197305.0,10011136.0,-0.17533056,3543900.5,14141639.0,10333673.0,3446432.5,2358851.0,14291370.0,10353688.0,3280548.5,2370988.0,4521964000000.0,4541425000000.0,240000
240,0.99233747,0.115680516,-0.9358609,0.44360843,233.06363001002723,4,646.8452536575556,233.06363001002723,16.188924468406658,255.50140210499845,3.438967747181322,0.9551788115165056,-0.10080464750047598,0.368273255747023,0.1688278346533808,-0.08564524563714301,-0.24240048807924347,0.153918952175033,0.8153008296006777,0.06533921736002643,-0.640701669688909,0.5158360519816696,0.0005248125740439174,-0.004174255643348818,-0.0072362672925220745,0.0031305734553220116,-0.4380773393267986,-0.4448067566018665,-0.4539023951917054,0.006121867236855278,0.1688278346533808,-0.1721057056741287,-0.2745872896365024,0.10530656416958437,2.4396025110181827,-0.04356016600748419,-1.100698349225184,0.3679014253764336,6954,219863,678,244.0,35,261.5960626615011,0.99915135,0.08881809,-0.9964704,0.6982944,137.49131170032948,8,257.0777128905678,137.49131170032948,8.105892426858246,102.17334384246874,3.9436108570166915,1.099930493602635,-0.1783540840209294,0.6807752381785095,0.6014720016451166,0.10075531521641293,-0.1385452095413903,0.3010140351091142,2.4643619013668268,0.46484430065078497,-0.5262776734151573,0.9626332894739684,-0.0016164067535667267,-0.004923477892343927,-0.007324278721219053,0.001828649107970656,-0.15587549250128643,-0.3469096613539464,-0.45612244588716233,0.10467220492633152,0.6014720016451166,-0.062008502701761344,-0.19666605881670995,0.14365896443705103,2.949231111533293,0.1029035158179253,-1.1758704502642918,0.6806968292000669,6950,242000,268,125.0,24,88.14051281902097,242000,0.004655100000491075,23.854524899987155,1.1302018000005774,2.5174254000003202,0.007182800000009593,20.19479939998564,0.00016839999989315402,6406.797206100112,9.200000022246968e-05,7313.8134765625,-13.960670471191406,25.405184,7.5690517,-5.8012705,7.822093,-11716824.0,14359377.0,11201725.0,-0.10668534,2901864.0,14376161.0,11292754.0,4965956.0,2276169.5,14516765.0,11302216.0,5110311.0,2281846.2,2671671200000.0,2660885900000.0,241000
241,0.9925624,0.078595474,-0.96294445,0.6771946,52.01691007910368,14,302.0477932609754,52.01691007910368,5.896733824115568,84.16954478348383,4.247230710262154,0.789844621591596,-0.11429188395957285,0.47241648387048824,0.23227452113427793,-0.11007337056940594,-0.235772563998669,0.1000626429394714,1.0974949137503818,-0.1856989997547294,-0.4287398411692601,0.3737599167277455,0.0010966254231980692,-0.004349826172836176,-0.00847891654354175,0.002963061055755212,-0.4255393082910823,-0.44113927055189767,-0.4589924804850406,0.009628447343944203,0.23227452113427793,-0.1020769415170787,-0.235772563998669,0.06684512682304614,3.2505068936289296,-0.20736675974156582,-1.1139303218863421,0.471835898042981,6968,220785,319,65.85714285714286,20,82.0799759318897,0.99904215,0.029859748,-0.998881,0.7662963,20.569675932532462,22,117.16117680409373,20.569675932532462,2.9831433097516844,23.947391269163038,4.011935047370219,0.45253287051571406,-0.9226226005469454,0.4736491229183259,0.1087206184318029,-0.19685726019532687,-0.6855580263698183,0.16787681804766344,0.356336227089955,-0.6217557310683499,-1.834245140107729,0.49453175601459937,0.0012270690985488567,-0.0020122649051199713,-0.006885503681578902,0.002330592726244333,-0.036357209165286536,-0.368853753879221,-0.5098142771431261,0.13894478340292815,0.1087206184318029,-0.1257392699653006,-0.6855580263698183,0.12095104680131682,3.012091909196996,-0.5439385196334117,-1.9182610220824374,0.4734395056418071,6972,243000,104,45.45454545454545,18,23.68107658933082,243000,0.005792200000541925,23.494327799998246,1.156844999999521,2.478038899999774,0.008869199999935518,19.84461399999782,0.00011180000001331791,6431.3188168001125,5.670000064128544e-05,7078.2666015625,-2.9904184341430664,24.977642,6.337337,-4.406959,7.3035693,-11811826.0,15656214.0,11171618.0,0.024183415,2966854.0,14703451.0,11262131.0,5800004.0,2297090.2,14841746.0,11258659.0,5883734.5,2301638.5,2564285300000.0,2547931200000.0,242000
242,0.9925311,0.10946794,-0.9228442,0.5916559,206.45303986763935,4,607.0971730046102,206.45303986763935,19.931655099772563,234.5297330058702,3.4491660032045575,0.9124996237243728,-0.34468454345235267,0.44669052747167587,0.089273878852982,-0.1553624276751803,-0.41409078283152595,0.17830766296693173,0.47074048976056615,-0.2928632190157673,-1.1582338563456072,0.6300335841994442,-0.0016718872025221817,-0.0045974705364034765,-0.0070525836028361025,0.001925481365054569,-0.4486102134618787,-0.4598712245254511,-0.4673368028447273,0.00758287243565777,0.3903416751952302,0.027270013400003262,-0.41409078283152595,0.14795207141865205,2.4494087663811177,-0.08532813642816597,-1.3446819505585696,0.4464747767337489,6972,221690,660,226.25,37,252.10947522852052,0.99922496,0.054289505,-0.9960719,0.7582213,39.220766134263066,15,214.36446361858472,39.220766134263066,5.151145097546764,51.085976305496565,3.5303324544035806,0.5883114920139461,-0.9193595669348231,0.5825006892403624,0.2070196328095563,-0.21705784624308933,-0.7178779053405029,0.24802535290223968,0.9103378837698947,-0.3636249940829877,-1.4841082485125416,0.5158380953624571,0.001465807242578467,-0.0027502664577753505,-0.0064690269276033415,0.002888366942829308,-0.20637903308431055,-0.4263143069018623,-0.4996031585436783,0.07279909809046671,0.2070196328095563,-0.1496224689740717,-0.7178779053405029,0.16443551475332047,2.532872682532014,-0.4082214267009917,-1.9167467973310939,0.5822646474059738,6987,244000,189,66.66666666666667,20,54.57675532882311,244000,0.004890100000011444,22.636495099996864,1.1529347000005146,2.5820036999994045,0.007324899999730405,18.888769799997135,0.000482200000078592,6454.947086000103,8.969999998953426e-05,7329.76904296875,14.515352249145508,25.11766,4.369006,-3.9310167,6.514756,-12141736.0,15071912.0,11338550.0,0.084441625,2935642.2,15146857.0,11345077.0,4954933.5,2626492.8,15192109.0,11346440.0,4925835.0,2625747.8,2160807600000.0,2199889400000.0,243000
243,0.9933886,0.07774864,-0.9363078,0.6597342,155.8257646002468,6,285.4692572022364,155.8257646002468,15.470235086289726,97.87758694782615,4.2944107725675265,1.0446419973200904,-0.0835122214781653,0.5761331310312575,0.4740845583967997,0.05557352733787347,-0.20049530692175435,0.24597088001529444,1.728933404853479,0.5456317532174083,-0.41114295962890385,0.7507473826486394,0.0008329623251055733,-0.00437589454933286,-0.007069466067700573,0.0025144720115800856,-0.42634115274727447,-0.4396216573051894,-0.4517088179147141,0.010189456630722163,0.4740845583967997,-0.08342420737753702,-0.2533434125681585,0.12432752768565627,3.2978435034806886,0.04728976142075264,-1.0828206458317648,0.5757267628203432,6978,222585,311,149.16666666666666,32,91.42103453557914,0.9993943,0.049853448,-0.99869907,0.73436743,60.308203387861006,15,208.65830755850163,60.308203387861006,5.997877080095633,73.48950054726569,3.9462054574544223,0.9046230508179152,-1.0260038411420547,0.7417105168177941,0.45072897836081394,-0.05005932551461583,-0.5068720156448813,0.25197682455878706,1.164340306957598,-0.10641202325069346,-1.259612360897798,0.7199291217319896,0.001018518743355613,-0.004582523667174025,-0.008175243810586486,0.003076572525843019,-0.3770291553815524,-0.45715071245902816,-0.5106643390363232,0.03356584804807109,0.45072897836081394,-0.03801223990735478,-0.5068720156448813,0.14461458531068722,2.9515580089146884,-0.09212626415083885,-2.025967375620153,0.741546466818851,7002,245000,168,66.66666666666667,21,49.18491186894163,245000,0.005969699999695877,21.578004800003328,1.0951275999996142,2.35607280000022,0.008460299999569543,18.112235800004783,8.709999929124024e-05,6477.507032700111,5.1500000154192094e-05,7616.26708984375,-1.0667839050292969,23.231762,6.119353,-4.8254128,7.430037,-12083396.0,14754795.0,11309352.0,0.016469168,3412480.5,15116609.0,11381051.0,6297664.5,2509071.0,14976788.0,11382698.0,6297939.5,2510220.0,4008779200000.0,4017773600000.0,244000
244,0.9917004,0.06043041,-0.9653711,0.6853762,51.82340569672534,14,127.69852672349025,51.82340569672534,9.514562269317725,44.866524945454294,4.876155668230374,0.7818186204247358,-0.23462094443502982,0.505511849303419,0.03276597364788065,-0.11391649832537436,-0.27622092724539143,0.07570288928444453,0.6927860567223646,-0.04447216102758419,-0.31796647959015345,0.307569698208148,0.0008468673948545779,-0.003298187640659273,-0.00708405731658216,0.0027466564135088926,-0.42606285909111297,-0.4467448211343693,-0.4608680593969246,0.009728484638940044,0.049943842492881495,-0.09455591141340634,-0.28175493842629157,0.06837335291449001,3.8803484768584564,-0.21534102499367733,-1.234580800635993,0.5052874007303202,6992,223513,157,66.28571428571429,24,45.983581808275524,0.99855393,0.05334824,-0.99492997,0.7394034,38.245311691628636,18,162.8961918152102,38.245311691628636,6.3414605373647,40.33594718057494,3.802607898777233,0.6884156104493157,-0.5875929555170071,0.4294790628701005,-0.0632455300417581,-0.13746571304961053,-0.23007216794695645,0.040711895442587555,0.3292284157192966,-0.2838351352090471,-0.8051311319331906,0.2630170790722176,0.0007417332357612769,-0.003928890329451805,-0.008428578802352852,0.0030896903809595655,-0.3012122915600427,-0.4349532123979104,-0.5050531186551798,0.05219498588181493,0.0007417332357612769,-0.09933430843698292,-0.23864480925602835,0.05811351109437807,2.8027825497145518,-0.30828700894351946,-1.5868171136848461,0.42910148880981236,7020,246000,171,55.55555555555556,22,39.73694365899351,246000,0.005412100000285136,23.62315510000917,1.1351309000001493,2.25561370000014,0.007383799999843177,20.219433500008563,0.00010940000083792256,6502.163068100114,7.169999935285887e-05,7354.83642578125,1.7255072593688965,22.760864,5.8061905,-4.8534813,6.5605783,-12379891.0,15069816.0,11850686.0,0.24825794,2846843.5,14988098.0,11813884.0,7304655.5,2189666.2,15041276.0,11808234.0,7279293.0,2191661.0,2910577500000.0,2891022000000.0,245000
245,0.9941188,0.04371264,-0.930181,0.7336654,34.76152223497451,21,227.69081958310636,34.76152223497451,6.748725580675469,51.7687040225573,3.3947019142423294,0.7381111900247367,-0.07099953441192185,0.5729725287201455,0.5429733455692419,-0.09734958268073472,-0.2560281436495279,0.14960489240378688,1.789717051608769,-0.14068787074274688,-0.5174504385793144,0.49416558098611957,0.001231604170285573,-0.0034746363167122507,-0.008138156572606527,0.0028508094570587213,-0.4293154755735719,-0.44670933930380424,-0.46763133351547015,0.010448955406062381,0.5429733455692419,-0.08234538305503533,-0.2560281436495279,0.0995398408929134,2.3948176124830267,-0.25864775564301207,-1.0687844319777635,0.5723129630305016,7013,224502,160,47.095238095238095,22,38.25466639684349,0.99963915,0.06462864,-0.9940612,0.7285004,46.59819476550628,14,242.85270933702708,46.59819476550628,6.0317264901997145,61.964401291698394,2.491759783450115,0.6523747267170882,-0.7216880003419672,0.42819195057339055,-0.047022357432613446,-0.19702683086248413,-0.9449897895820721,0.21154661736796432,0.3874538960275987,-0.4341872508936664,-1.4626972072865896,0.41732520372049536,0.001343581575817749,-0.0035740231435844047,-0.007861822301927416,0.003029675458910302,-0.28491939500809565,-0.4195372266659617,-0.494043554437519,0.06876892251423454,0.001343581575817749,-0.15497977732468143,-0.9449897895820721,0.15923013998860888,1.4919632855090978,-0.344415934681398,-1.7204696420636927,0.42771042106342905,7034,247000,249,71.42857142857143,20,69.53284350960064,247000,0.0055793999999878,24.76643870001044,1.5525111999995715,2.575574200000119,0.006459999999606225,20.626136200011388,0.00010610000026645139,6527.9787802001365,7.159999950090423e-05,7026.59912109375,11.64454174041748,21.10567,4.6853404,-3.4051502,6.057381,-11755693.0,15385686.0,11305393.0,0.24166162,2714175.0,14631071.0,11262222.0,6648281.0,2351196.8,14659166.0,11252026.0,6595737.0,2359403.8,1018140200000.0,1035160800000.0,246000
246,0.99330014,0.057971142,-0.9340316,0.70649564,42.530548441662525,15,129.8526646723839,42.530548441662525,7.170403393265925,42.233704993107644,3.666636456860119,0.6772380325105498,-0.2833073766019261,0.3727444295319776,-0.11389696419114258,-0.1620051930565555,-0.2956254774382988,0.0542468637829273,0.18538811944975378,-0.2668595178709531,-0.7655533693324418,0.24490155996994717,-0.0007023049614334322,-0.005021032549365808,-0.007037538907905908,0.001853967554155209,-0.4432759771193666,-0.45709073574814874,-0.4731009587691301,0.009913936769338634,-0.0007023049614334322,-0.11788975334811348,-0.2956254774382988,0.061255607213147385,2.670570588959271,-0.31974698724756145,-1.2826983666207707,0.372415812819926,7028,225444,164,62.8,22,48.186028403815705,0.9995361,0.045315597,-0.99411404,0.76507014,25.32249714076119,22,135.23264833488477,25.32249714076119,5.821336551157354,30.352139767423775,2.9275372912531203,0.557094937096746,-0.8424268382641469,0.4069324280060413,-0.08802710087494163,-0.15963180213558276,-0.5640663961083675,0.10233459252809662,0.18845443808133097,-0.3186710414209533,-1.0806503550905011,0.2715237424988037,0.0017962684177177564,-0.003421446544579099,-0.008073563611269752,0.0029442952078675357,-0.15676341245442438,-0.4455577394161875,-0.5079385631714941,0.07480275877966726,0.0017962684177177564,-0.11535498044998903,-0.5640663961083675,0.0839810349835539,1.932909851277382,-0.43938074814241623,-1.8421803385320101,0.40672148418466475,7056,248000,151,45.45454545454545,21,33.59210847901804,248000,0.007002800000009302,23.551632799993058,1.600956600000245,2.6303256999999576,0.009038999999575026,19.30414099999234,0.00010290000045642955,6552.526664900125,6.480000047304202e-05,7040.12841796875,-14.483566284179688,25.945505,7.6348276,-5.4687853,7.2035074,-12306413.0,15244373.0,11357846.0,0.18193093,3844580.8,14878845.0,11671196.0,6038244.5,2440087.0,14931086.0,11660786.0,6064774.0,2438962.5,4726249000000.0,4757104600000.0,247000
247,0.9924526,0.025275404,-0.8966333,0.7832498,9.184651768134092,1,9.184651768134092,9.184651768134092,9.184651768134092,0.0,0.615605637607486,0.3826938236722539,0.015345604178495521,0.15733954573587147,-0.11580886883719754,-0.11580886883719754,-0.11580886883719754,0.0,-0.3784845885659149,-0.3784845885659149,-0.3784845885659149,0.0,-0.0017788444286615736,-0.0017788444286615736,-0.0017788444286615736,0.0,-0.4731620244873994,-0.4731620244873994,-0.4731620244873994,0.0,-0.0017788444286615736,-0.06454462889491029,-0.11580886883719754,0.036027825333646527,-0.3784845885659149,-0.6136214614814332,-0.9846234850278126,0.15871472383826524,7029,225468,24,24.0,24,0.0,0.9996499,0.04159608,-0.99577165,0.7497033,21.901370544633476,24,101.35534226171546,21.901370544633476,5.140395957622596,24.036473791177933,3.989610411144803,0.5256328930712034,-0.7248446424594108,0.43162120580067503,-0.11155540688565103,-0.15700848951518467,-0.25700457533558746,0.0455060700652647,0.18722169749866083,-0.4572732671180057,-1.0560964194430214,0.3170500661812902,0.00011025230709745199,-0.0032937903713622222,-0.008487216534701946,0.0022051631663790256,-0.07174654792594423,-0.4100124200638724,-0.5146705924246308,0.09915664283053802,0.012682803062014154,-0.1081972519770287,-0.25734106142942653,0.06553561121962286,2.9897952649518946,-0.4709843955130003,-1.7240743641843979,0.43142369151310384,7080,249000,120,41.666666666666664,20,26.942325231666416,249000,0.0049619999999777065,24.034063199995217,1.1844923999997263,2.669625100000303,0.00488980000045558,20.169825199994193,0.00014690000080008758,6577.600408000141,0.00012179999976069666,7204.083984375,11.434953689575195,25.096275,4.7126284,-5.6882343,6.9544816,-12268482.0,15196248.0,12076116.0,7929151.5,1940924.5,15385195.0,11747438.0,8064498.5,2103162.8,15250063.0,11750454.0,8081638.5,2089539.1,520526360000.0,494489170000.0,248000
248,0.99373764,0.039180074,-0.9282274,0.73763794,24.34372041857854,15,101.33881686665487,24.34372041857854,6.212197924131284,24.478420756412433,2.7728016406755467,0.5723445239477714,-0.22942958849813136,0.32432400477210716,-0.11578755318805202,-0.14349168180827243,-0.26351452198250724,0.04647545282215554,0.04138086458676388,-0.30853364213598833,-0.5360449120216746,0.14690724290720136,0.001243791817208265,-0.002675276199011521,-0.008050211622380548,0.0026993032620374205,-0.4325115186133901,-0.44831364731108664,-0.4654528634046462,0.008646973930601992,0.001243791817208265,-0.10422816575060799,-0.2640373606831319,0.06111532252875238,1.7739611723880788,-0.42438160693891924,-1.228659747900025,0.3240463853275539,7044,226106,135,42.53333333333333,21,30.210079259890875,0.99869066,0.03895691,-0.99776953,0.77258307,17.66396873508399,28,125.97810491064678,17.66396873508399,4.709722343443003,23.511732825483136,1.8465134155423755,0.49459112458235166,-0.5532987115913328,0.33293326112859484,-0.10675684299676311,-0.14436879576378076,-0.3620243430551483,0.06117301281104949,0.10450537850259858,-0.40527385822571077,-0.7589100202803588,0.19986746843691094,-0.00013528547934687747,-0.004655844021850064,-0.00856582839422137,0.0027924421583128264,-0.19086855872457476,-0.4579689653194248,-0.5111413182295069,0.057950665808908355,-0.00013528547934687747,-0.10927574456676507,-0.3620243430551483,0.07268645687282536,0.8514751040608997,-0.5018184621257014,-1.5517482024961409,0.33277059512024904,7108,250000,150,35.714285714285715,19,28.22594695723516,250000,0.004952899999807414,23.41844259998743,1.2078727999996772,2.5138179999994463,0.006416799999897194,19.68513109998821,0.0001436000002286164,6602.045841600122,0.00010740000016085105,7061.96240234375,-10.503946304321289,27.055418,7.1852155,-3.2570398,7.304349,-12441123.0,14854805.0,11793766.0,0.12183795,2906281.8,15037558.0,11828782.0,5989166.5,2209023.8,15031050.0,11841436.0,6121069.0,2193509.5,2421390600000.0,2381157200000.0,249000
249,0.99382114,0.054472,-0.9724467,0.6866645,64.15937544692964,11,213.86081089104076,64.15937544692964,6.789076654245738,72.63258064617133,4.578851288303366,0.8648935415640023,-0.598979126664035,0.6084900159808606,0.21309464898766972,-0.07897558125352179,-0.2897289240488921,0.11618416703293798,1.448048990270092,-0.016219803502411808,-0.478499007945013,0.5137736485890247,0.0012096859671607873,-0.004116650475944409,-0.007572493100415747,0.003209783141696081,-0.43212814396852456,-0.45389169604711105,-0.46924380327841236,0.012371110610916728,0.21309464898766972,-0.10126850398326565,-0.2897289240488921,0.07948321956407074,3.584095091804495,-0.13225960597510678,-1.5989757919948715,0.6082599629920248,7055,226922,250,74.18181818181819,21,70.57274542409566,0.99935436,0.07258403,-0.99008656,0.75025606,37.573959275965414,18,269.03726826912686,37.573959275965414,3.565083979923735,62.87661211873404,3.01970914222685,0.6763312669673776,-0.5235195661099228,0.41916266583450723,-0.0374429421593495,-0.14332433015335816,-0.3682030052694508,0.07367890760524494,0.08057027441710392,-0.35137130461626154,-0.8854205183015558,0.2399512713704396,0.0012787629884901848,-0.004502886720521189,-0.008443538889213014,0.002737088560851857,-0.2757417028263117,-0.4395316474011795,-0.50942788839015,0.05880492658716484,0.0012787629884901848,-0.1364311757411014,-0.3682030052694508,0.08707380924965451,2.0200474280902494,-0.32025981737710435,-1.5196211202652725,0.4187543885883483,7126,251000,280,55.55555555555556,18,64.64279819148219,251000,0.009383200000229408,23.756169899997076,1.1088364999995974,2.271050800000012,0.017109500000515254,20.349627299997337,9.789999967324547e-05,6626.849969600133,6.469999971159268e-05,7114.16748046875,-1.9681904315948486,23.806997,6.2218966,-4.5958614,6.903243,-12123825.0,15650642.0,11279635.0,-0.08863244,3604066.5,16036072.0,11576766.0,5897710.5,2508409.5,16150814.0,11577052.0,5955211.5,2512688.8,4322409000000.0,4340566000000.0,250000
