Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/env_infos/final/reward_ctrl Max,evaluation/env_infos/final/reward_ctrl Mean,evaluation/env_infos/final/reward_ctrl Min,evaluation/env_infos/final/reward_ctrl Std,evaluation/env_infos/final/reward_dist Max,evaluation/env_infos/final/reward_dist Mean,evaluation/env_infos/final/reward_dist Min,evaluation/env_infos/final/reward_dist Std,evaluation/env_infos/initial/reward_ctrl Max,evaluation/env_infos/initial/reward_ctrl Mean,evaluation/env_infos/initial/reward_ctrl Min,evaluation/env_infos/initial/reward_ctrl Std,evaluation/env_infos/initial/reward_dist Max,evaluation/env_infos/initial/reward_dist Mean,evaluation/env_infos/initial/reward_dist Min,evaluation/env_infos/initial/reward_dist Std,evaluation/env_infos/reward_ctrl Max,evaluation/env_infos/reward_ctrl Mean,evaluation/env_infos/reward_ctrl Min,evaluation/env_infos/reward_ctrl Std,evaluation/env_infos/reward_dist Max,evaluation/env_infos/reward_dist Mean,evaluation/env_infos/reward_dist Min,evaluation/env_infos/reward_dist Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/env_infos/final/reward_ctrl Max,exploration/env_infos/final/reward_ctrl Mean,exploration/env_infos/final/reward_ctrl Min,exploration/env_infos/final/reward_ctrl Std,exploration/env_infos/final/reward_dist Max,exploration/env_infos/final/reward_dist Mean,exploration/env_infos/final/reward_dist Min,exploration/env_infos/final/reward_dist Std,exploration/env_infos/initial/reward_ctrl Max,exploration/env_infos/initial/reward_ctrl Mean,exploration/env_infos/initial/reward_ctrl Min,exploration/env_infos/initial/reward_ctrl Std,exploration/env_infos/initial/reward_dist Max,exploration/env_infos/initial/reward_dist Mean,exploration/env_infos/initial/reward_dist Min,exploration/env_infos/initial/reward_dist Std,exploration/env_infos/reward_ctrl Max,exploration/env_infos/reward_ctrl Mean,exploration/env_infos/reward_ctrl Min,exploration/env_infos/reward_ctrl Std,exploration/env_infos/reward_dist Max,exploration/env_infos/reward_dist Mean,exploration/env_infos/reward_dist Min,exploration/env_infos/reward_dist Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls 
115,0.26907313,-0.00030315662,-0.67984015,0.03751355,-19.380522067754725,1,-19.380522067754725,-19.380522067754725,-19.380522067754725,0.0,-0.01456836248093755,-0.019380522067754744,-1.2356136980740953,0.05666468391323384,-0.0,0.0,-0.0,0.0,-0.014646038095867103,-0.014646038095867103,-0.014646038095867103,0.0,-0.9243653,-0.9243653,-0.9243653,0.0,-0.31124841601537956,-0.31124841601537956,-0.31124841601537956,0.0,-0.0,-0.0028147174,-0.9243653,0.039217506,-0.008731258742583499,-0.016565804908746,-0.31124841601537956,0.020512682349641976,116,116000,1000,1000.0,1000,0.0,0.24397357,-1.7163806e-05,-0.20400329,0.07578135,-47.485195716128345,1,-47.485195716128345,-47.485195716128345,-47.485195716128345,0.0,-0.027240886585019334,-0.047485195716128324,-0.17889210771736425,0.018093575288368382,-0.00030599794,-0.00030599794,-0.00030599794,0.0,-0.045149324493569426,-0.045149324493569426,-0.045149324493569426,0.0,-0.054105125,-0.054105125,-0.054105125,0.0,-0.10230693329550133,-0.10230693329550133,-0.10230693329550133,0.0,-1.1221371e-07,-0.011485626,-0.11904625,0.015179824,-0.027235961062000595,-0.03599956915421922,-0.10230693329550133,0.008097307629768269,117,117000,1000,1000.0,1000,0.0,117000,0.0044783000003008056,21.32781869998871,0.9689437000001817,2.1869877999997698,0.008149199999934353,18.159125499988477,8.509999997841078e-05,3268.3487626000647,4.910000006930204e-05,0.017719320952892303,-0.14351120591163635,4.0008492,1.9644167,-2.7616365,1.1327478,13.486299,-7.5326824,-13.594592,-21.425194,3.537126,-7.606513,-13.535238,-21.413134,3.5549588,-7.6608953,-13.569,-21.46001,3.5497458,0.041511327,0.016490024,116000
116,0.4323942,-0.0005270241,-0.433937,0.039850466,-59.46063954204604,1,-59.46063954204604,-59.46063954204604,-59.46063954204604,0.0,-0.05303078821572735,-0.05946063954204597,-0.7380505620089405,0.054024979151886414,-0.0,0.0,-0.0,0.0,-0.05303078821572735,-0.05303078821572735,-0.05303078821572735,0.0,-0.3239282,-0.3239282,-0.3239282,0.0,-0.3609187130844663,-0.3609187130844663,-0.3609187130844663,0.0,-0.0,-0.0031766747,-0.37660265,0.02834299,-0.05303078821572735,-0.05628396475324256,-0.3632922285046273,0.029156464614101072,117,117000,1000,1000.0,1000,0.0,0.65459645,-0.00022644138,-0.53494,0.13502052,-143.1248560554562,1,-143.1248560554562,-143.1248560554562,-143.1248560554562,0.0,-0.09195936723028517,-0.14312485605545622,-0.9935716938456055,0.08024865779864242,-0.03488557,-0.03488557,-0.03488557,0.0,-0.10589413546742549,-0.10589413546742549,-0.10589413546742549,0.0,-0.42653495,-0.42653495,-0.42653495,0.0,-0.4000679290084744,-0.4000679290084744,-0.4000679290084744,0.0,-2.1020696e-10,-0.03646119,-0.856993,0.065473884,-0.0918895101063952,-0.10666366723334542,-0.4025015759712617,0.0271697910198406,118,118000,1000,1000.0,1000,0.0,118000,0.004765399999996589,21.42305869999518,1.009422899999663,2.2507370999996965,0.005877499999769498,18.152111999996123,9.860000000116997e-05,3290.7292704000556,4.5199999931355705e-05,0.01738184504210949,-1.7286012172698975,3.5940862,1.5734303,-1.6981059,1.2492117,13.849304,-7.6608043,-13.948136,-22.398289,3.4560542,-7.6440687,-13.928476,-22.46248,3.4858384,-7.772734,-13.946938,-22.42327,3.4501295,0.012572371,0.02209941,117000
117,0.24519998,-0.00028174257,-0.6470392,0.033634525,-17.589410419280046,1,-17.589410419280046,-17.589410419280046,-17.589410419280046,0.0,-0.013291238386541018,-0.017589410419280034,-1.1391820726939659,0.05046574079652798,-0.0,0.0,-0.0,0.0,-0.013426998970030562,-0.013426998970030562,-0.013426998970030562,0.0,-0.8373194,-0.8373194,-0.8373194,0.0,-0.3018626986094933,-0.3018626986094933,-0.3018626986094933,0.0,-0.0,-0.0022627208,-0.8373194,0.033360563,-0.01328444966160948,-0.015326689649609194,-0.3018626986094933,0.020221932605193216,118,118000,1000,1000.0,1000,0.0,0.65145683,-0.000537912,-0.45639515,0.1336472,-126.35190225415704,1,-126.35190225415704,-126.35190225415704,-126.35190225415704,0.0,-0.07712154200367885,-0.12635190225415693,-0.9305775871493595,0.0730671821879473,-0.004802846,-0.004802846,-0.004802846,0.0,-0.07806248811430298,-0.07806248811430298,-0.07806248811430298,0.0,-0.01490549,-0.01490549,-0.01490549,0.0,-0.33749479462517123,-0.33749479462517123,-0.33749479462517123,0.0,-5.157858e-09,-0.035723723,-0.848792,0.057430297,-0.07688942089642946,-0.090628177506765,-0.35459546394290264,0.032532492095534125,119,119000,1000,1000.0,1000,0.0,119000,0.005002200000035373,21.06758750001336,0.9866710999999668,2.28081259999999,0.00589620000027935,17.788969700012785,0.0001482000002397399,3312.7622691000606,8.750000006330083e-05,0.017114557325839996,-0.6513681411743164,3.4700162,1.8398731,-1.009044,1.0155097,13.832008,-7.7514777,-13.888542,-21.784971,3.3704543,-7.74955,-13.903642,-21.797346,3.3963785,-7.8047404,-13.921598,-21.862413,3.3896224,0.014004428,0.014345567,118000
118,-0.03897444,-0.15670303,-0.6742193,0.093840055,-164.34403351839228,1,-164.34403351839228,-164.34403351839228,-164.34403351839228,0.0,-0.08150858945362877,-0.164344033518392,-1.0744881901706598,0.08748212933186356,-0.022301914,-0.022301914,-0.022301914,0.0,-0.08406051975671777,-0.08406051975671777,-0.08406051975671777,0.0,-0.06816061,-0.06816061,-0.06816061,0.0,-0.18759479047056188,-0.18759479047056188,-0.18759479047056188,0.0,-0.0030380178,-0.066723585,-0.9091433,0.077632286,-0.07816575854797637,-0.09762044591601508,-0.18759479047056188,0.014766731266624696,119,119000,1000,1000.0,1000,0.0,0.18756226,1.658237e-05,-0.17205589,0.059861634,-41.06852926132485,1,-41.06852926132485,-41.06852926132485,-41.06852926132485,0.0,-0.012514231628828016,-0.041068529261324864,-0.11870398291586823,0.012682789596955329,-0.008008381,-0.008008381,-0.008008381,0.0,-0.03857607356817268,-0.03857607356817268,-0.03857607356817268,0.0,-0.0044599166,-0.0044599166,-0.0044599166,0.0,-0.030893032020014533,-0.030893032020014533,-0.030893032020014533,0.0,-1.5187453e-08,-0.0071668318,-0.07035918,0.00938554,-0.011904542911019078,-0.03390169731626497,-0.05160267400670259,0.007693640132777881,120,120000,1000,1000.0,1000,0.0,120000,0.00444340000012744,21.30470290000858,1.0322873000000072,2.2621383000000606,0.00776419999965583,17.99782810000852,0.0001388000000588363,3335.026472900082,0.00010280000014972757,0.01743476279079914,-0.2517675459384918,3.6276374,1.9378242,-2.9127038,1.2143946,13.318029,-7.726454,-13.365696,-21.94336,3.487368,-7.7537656,-13.331275,-21.750427,3.4656856,-7.805747,-13.339399,-21.936695,3.4840138,0.015468409,0.0094392635,119000
119,0.092468865,5.8621972e-05,-0.030485168,0.005186848,-74.8879612536333,1,-74.8879612536333,-74.8879612536333,-74.8879612536333,0.0,-0.07224766206031506,-0.07488796125363333,-0.12991191720489847,0.00335118969206092,-0.0,0.0,-0.0,0.0,-0.07460278085181196,-0.07460278085181196,-0.07460278085181196,0.0,-0.017100979,-0.017100979,-0.017100979,0.0,-0.11281093856219636,-0.11281093856219636,-0.11281093856219636,0.0,-0.0,-5.3813656e-05,-0.017100979,0.0007094721,-0.07211444361268866,-0.07483414759567603,-0.11281093856219636,0.0027731407888234166,120,120000,1000,1000.0,1000,0.0,0.12109956,-0.352501,-0.8066392,0.21339497,-441.8220257973509,1,-441.8220257973509,-441.8220257973509,-441.8220257973509,0.0,-0.0845008078988506,-0.44182202579735064,-1.4584127225717671,0.32324430755524786,-0.03313537,-0.03313537,-0.03313537,0.0,-0.10806351927578772,-0.10806351927578772,-0.10806351927578772,0.0,-0.18100786,-0.18100786,-0.18100786,0.0,-0.23800578922745863,-0.23800578922745863,-0.23800578922745863,0.0,-1.0679997e-08,-0.33958873,-1.3013335,0.3320677,-0.08052424588850991,-0.10223328936862536,-0.23800578922745863,0.016015882598671826,121,121000,1000,1000.0,1000,0.0,121000,0.004590599999573897,21.107002700000976,0.9680946000003132,2.221145299999989,0.005698400000255788,17.907321200001206,8.969999998953426e-05,3357.074804300086,6.289999964792514e-05,0.017569227144122124,0.6684290170669556,3.8208601,2.1653872,0.36259007,0.772577,13.897155,-7.432651,-13.8996105,-27.738394,4.2437534,-7.6041675,-13.927914,-27.88861,4.24705,-7.5269046,-13.904007,-27.866282,4.253251,0.0055020023,0.012280422,120000
120,0.43541518,-0.0005959286,-0.55512774,0.04581383,-112.33933923981965,1,-112.33933923981965,-112.33933923981965,-112.33933923981965,0.0,-0.10524250612050731,-0.11233933923981956,-1.0004940393813877,0.06220596076945195,-0.0,0.0,-0.0,0.0,-0.10524250612050731,-0.10524250612050731,-0.10524250612050731,0.0,-0.39495307,-0.39495307,-0.39495307,0.0,-0.382569400702851,-0.382569400702851,-0.382569400702851,0.0,-0.0,-0.0041985237,-0.6163336,0.038737692,-0.10003511919529129,-0.10814081587014729,-0.397854841094515,0.026601266161750417,121,121000,1000,1000.0,1000,0.0,0.4084092,-0.00035424138,-0.46036622,0.1491616,-156.2684992417221,1,-156.2684992417221,-156.2684992417221,-156.2684992417221,0.0,-0.08611444654333637,-0.156268499241722,-0.5769155461108646,0.0634883929446671,-0.0008889855,-0.0008889855,-0.0008889855,0.0,-0.11889656882933768,-0.11889656882933768,-0.11889656882933768,0.0,-0.24214667,-0.24214667,-0.24214667,0.0,-0.22232906882764905,-0.22232906882764905,-0.22232906882764905,0.0,-6.3056696e-08,-0.04449862,-0.42387417,0.06061738,-0.07432627138883534,-0.11176987932649075,-0.22232906882764905,0.011362382540012423,122,122000,1000,1000.0,1000,0.0,122000,0.004491300000154297,20.989605100006884,0.9775664999997389,2.133577499999774,0.006658799999968323,17.867008200007604,0.00017769999976735562,3379.006746500088,0.0001250999998774205,0.017342163249850273,-0.23118817806243896,3.0763576,1.9429815,-1.6889359,0.8919895,13.3636,-8.117199,-13.451462,-21.513586,3.360413,-8.059009,-13.419035,-21.546251,3.3599792,-8.125298,-13.444443,-21.530432,3.3969076,0.012044292,0.018829904,121000
121,0.07008326,-5.8447757e-05,-0.08304763,0.0076182336,-85.35342633293448,1,-85.35342633293448,-85.35342633293448,-85.35342633293448,0.0,-0.08262438614516053,-0.08535342633293454,-0.12782281762886646,0.0026911931318091956,-0.0,0.0,-0.0,0.0,-0.08506311600915106,-0.08506311600915106,-0.08506311600915106,0.0,-0.013793817,-0.013793817,-0.013793817,0.0,-0.11402900083888176,-0.11402900083888176,-0.11402900083888176,0.0,-0.0,-0.0001160818,-0.013793817,0.0008766971,-0.08153836531646189,-0.08523734453850428,-0.11402900083888176,0.002112997673872528,122,122000,1000,1000.0,1000,0.0,0.6753765,-0.00042119008,-0.55545247,0.10654171,-68.72999915772913,1,-68.72999915772913,-68.72999915772913,-68.72999915772913,0.0,-0.03670371760451883,-0.06872999915772905,-0.9769830172443938,0.06863443127521136,-0.08119888,-0.08119888,-0.08119888,0.0,-0.03993705908699329,-0.03993705908699329,-0.03993705908699329,0.0,-0.11867798,-0.11867798,-0.11867798,0.0,-0.36162885633188463,-0.36162885633188463,-0.36162885633188463,0.0,-1.6115365e-08,-0.022702625,-0.9122666,0.05038697,-0.03624303715348801,-0.04602737279697294,-0.36162885633188463,0.02933351154335597,123,123000,1000,1000.0,1000,0.0,123000,0.004596499999934167,21.103573799997775,1.0265595000000758,2.457955700000184,0.01761579999993046,17.596597699997346,0.00014310000005934853,3401.046755000085,0.00010550000024522888,0.017318760976195335,0.0983896255493164,3.7140622,2.0242581,-1.1771247,0.94140375,14.179099,-7.7176332,-14.265543,-30.666983,3.7865295,-7.7154055,-14.26303,-30.608412,3.8110397,-7.728096,-14.238684,-30.449493,3.771778,0.03660424,0.017512063,122000
122,0.15852802,-0.0004798176,-0.4893405,0.029976955,-70.96422331710461,1,-70.96422331710461,-70.96422331710461,-70.96422331710461,0.0,-0.057396463183877026,-0.0709642233171046,-0.7378954422293378,0.03708107250916283,-0.0,0.0,-0.0,0.0,-0.06717720129703014,-0.06717720129703014,-0.06717720129703014,0.0,-0.17072675,-0.17072675,-0.17072675,0.0,-0.2596904022828616,-0.2596904022828616,-0.2596904022828616,0.0,-0.0,-0.0017976961,-0.47890833,0.021804973,-0.05598422920181885,-0.06916652717540511,-0.2596904022828616,0.01813048979984564,123,123000,1000,1000.0,1000,0.0,0.21346326,9.332545e-06,-0.2171496,0.06830768,-54.13567984257565,1,-54.13567984257565,-54.13567984257565,-54.13567984257565,0.0,-0.030818781634436826,-0.05413567984257567,-0.14206290394576804,0.014836183290015582,-0.011805451,-0.011805451,-0.011805451,0.0,-0.050299640274227356,-0.050299640274227356,-0.050299640274227356,0.0,-0.04948879,-0.04948879,-0.04948879,0.0,-0.0360475731721687,-0.0360475731721687,-0.0360475731721687,0.0,-5.4774603e-09,-0.009331876,-0.094307914,0.012847256,-0.03081211665035219,-0.04480380195747216,-0.06383186200279857,0.006484505155876685,124,124000,1000,1000.0,1000,0.0,124000,0.004647799999929703,21.034664500001327,1.0013401000001068,2.1550719000001664,0.008757199999763543,17.864650300001358,0.00012420000030033407,3423.0286630000887,7.299999970200588e-05,0.017622143030166626,0.8231157660484314,3.4847744,2.2038121,-0.65027857,0.7419099,13.129822,-7.653192,-13.076517,-20.026953,2.7860997,-7.8351064,-13.120895,-20.093561,2.7601848,-7.8247304,-13.0878315,-19.994095,2.7635863,0.009735409,0.023037022,123000
123,0.060639918,-0.20630771,-0.7809084,0.0639423,-214.14309292616392,1,-214.14309292616392,-214.14309292616392,-214.14309292616392,0.0,-0.06106028627162306,-0.21414309292616412,-1.3868039093916287,0.09593316057420252,-0.08105914,-0.08105914,-0.08105914,0.0,-0.105723927027082,-0.105723927027082,-0.105723927027082,0.0,-0.7010344,-0.7010344,-0.7010344,0.0,-0.25489011771637055,-0.25489011771637055,-0.25489011771637055,0.0,-0.00014660646,-0.09330298,-1.2196358,0.0913363,-0.05655360282888143,-0.1208401150385125,-0.25489011771637055,0.015540745895852248,124,124000,1000,1000.0,1000,0.0,0.76183194,-0.0005738438,-0.43830127,0.12710786,-93.34953391947224,1,-93.34953391947224,-93.34953391947224,-93.34953391947224,0.0,-0.051553767987887446,-0.09334953391947237,-1.2302419283222346,0.07429390170520593,-0.02135793,-0.02135793,-0.02135793,0.0,-0.06564266119924848,-0.06564266119924848,-0.06564266119924848,0.0,-0.33190992,-0.33190992,-0.33190992,0.0,-0.36252917730323586,-0.36252917730323586,-0.36252917730323586,0.0,-1.8626451e-09,-0.03231347,-1.160776,0.059132066,-0.05148362674274985,-0.06103606446612039,-0.3639985496491667,0.02893926023132051,125,125000,1000,1000.0,1000,0.0,125000,0.004756199999974342,21.119769800005088,0.9829283999997642,2.1319550999996864,0.010314600000128848,17.989560400005757,0.0001532999999653839,3445.100513600094,0.00010179999981119181,0.017582887783646584,-0.501865565776825,3.0994306,1.8758013,-1.2026312,0.9540505,13.732108,-8.337031,-13.719717,-20.731155,2.932302,-8.384789,-13.733348,-20.698185,2.9337387,-8.4654,-13.757174,-20.510355,2.896486,0.010352108,0.010849582,124000
124,0.45927608,-0.00056794117,-0.53526634,0.043376427,-85.69503621337338,1,-85.69503621337338,-85.69503621337338,-85.69503621337338,0.0,-0.06977534943844335,-0.08569503621337324,-0.9400762595498728,0.05736320802709174,-0.0,0.0,-0.0,0.0,-0.07957076931151899,-0.07957076931151899,-0.07957076931151899,0.0,-0.21466634,-0.21466634,-0.21466634,0.0,-0.3660475588025139,-0.3660475588025139,-0.3660475588025139,0.0,-0.0,-0.0037636738,-0.5730201,0.034879986,-0.062242453555341824,-0.08193136218403947,-0.36705615895630594,0.02589542698460694,125,125000,1000,1000.0,1000,0.0,0.2586271,-0.00020621899,-0.5475446,0.08854606,-59.45863845240019,1,-59.45863845240019,-59.45863845240019,-59.45863845240019,0.0,-0.030610976006152982,-0.059458638452400195,-0.7519869643574618,0.03363881222967396,-0.03760922,-0.03760922,-0.03760922,0.0,-0.04240285367140087,-0.04240285367140087,-0.04240285367140087,0.0,-0.59961015,-0.59961015,-0.59961015,0.0,-0.1523768144970797,-0.1523768144970797,-0.1523768144970797,0.0,-1.3590473e-08,-0.015680892,-0.59961015,0.02886233,-0.016903317080139937,-0.04377774542068639,-0.1523768144970797,0.010628163637952244,126,126000,1000,1000.0,1000,0.0,126000,0.004833299999972951,21.059983100004956,0.9676562999998168,2.217033999999785,0.007620299999871349,17.86264990000518,0.0001305000000684231,3467.1191307001072,5.880000026081689e-05,0.01750096306204796,0.13373711705207825,3.5024471,2.0330582,-0.5052011,0.93746597,13.192966,-8.126956,-13.278342,-23.86224,3.1432767,-8.266095,-13.270603,-23.582321,3.1262424,-8.245088,-13.299185,-23.712744,3.119871,0.012405962,0.01491655,125000
125,0.08501493,-8.8449546e-05,-0.17360713,0.0106396945,-37.90143761333256,1,-37.90143761333256,-37.90143761333256,-37.90143761333256,0.0,-0.029952844127598407,-0.03790143761333255,-0.1421967400128895,0.005128080211087264,-0.0,0.0,-0.0,0.0,-0.037441480234392935,-0.037441480234392935,-0.037441480234392935,0.0,-0.06027886,-0.06027886,-0.06027886,0.0,-0.08191788102341234,-0.08191788102341234,-0.08191788102341234,0.0,-0.0,-0.00022642183,-0.06027886,0.0025694356,-0.027203479071664812,-0.037675015763999356,-0.08191788102341234,0.002791118971738365,126,126000,1000,1000.0,1000,0.0,0.35744074,0.00018404129,-0.2688721,0.09208046,-88.56350850185011,1,-88.56350850185011,-88.56350850185011,-88.56350850185011,0.0,-0.06558918812316648,-0.08856350850185024,-0.33708859612131875,0.02661542801886361,-0.005192641,-0.005192641,-0.005192641,0.0,-0.06657732679183324,-0.06657732679183324,-0.06657732679183324,0.0,-0.013637525,-0.013637525,-0.013637525,0.0,-0.0794785610203091,-0.0794785610203091,-0.0794785610203091,0.0,-7.789033e-09,-0.01695769,-0.25552773,0.025920158,-0.06549159306706985,-0.07160581910633751,-0.08747701305818205,0.004570332169367644,127,127000,1000,1000.0,1000,0.0,127000,0.004719600000044011,21.296450400003323,1.0457870999998704,2.2982919999999467,0.006517599999824597,17.940984500004106,8.829999978843261e-05,3489.3644546001105,6.129999974291422e-05,0.01756657101213932,-0.7327069044113159,3.8159394,1.8187158,-3.6891208,1.2568141,13.892398,-7.32999,-13.933289,-27.245146,3.8988495,-7.4936595,-13.934946,-27.069572,3.847106,-7.407478,-13.935384,-26.78624,3.881689,0.008292228,0.013002122,126000
126,0.26173598,0.00012299583,-0.07950103,0.012594244,-110.58002212513088,1,-110.58002212513088,-110.58002212513088,-110.58002212513088,0.0,-0.10951582958609236,-0.11058002212513085,-0.3348040508525292,0.010725069685651917,-0.0,0.0,-0.0,0.0,-0.10957377710427878,-0.10957377710427878,-0.10957377710427878,0.0,-0.13701138,-0.13701138,-0.13701138,0.0,-0.1977926718490044,-0.1977926718490044,-0.1977926718490044,0.0,-0.0,-0.0003172602,-0.13701138,0.0052065607,-0.10951576049808699,-0.11026276194852576,-0.1977926718490044,0.006371847116530962,127,127000,1000,1000.0,1000,0.0,0.2546028,-0.14937945,-0.6627344,0.1581831,-173.81585565057946,1,-173.81585565057946,-173.81585565057946,-173.81585565057946,0.0,-0.053130317034739694,-0.17381585565057942,-1.0526067295244101,0.13162752016135193,-0.003301533,-0.003301533,-0.003301533,0.0,-0.059623390210543255,-0.059623390210543255,-0.059623390210543255,0.0,-0.2579056,-0.2579056,-0.2579056,0.0,-0.15583579015692234,-0.15583579015692234,-0.15583579015692234,0.0,-1.2143144e-07,-0.09467221,-0.87843376,0.12498572,-0.05203443174025013,-0.07914364594737663,-0.18579692323455824,0.016500289375432766,128,128000,1000,1000.0,1000,0.0,128000,0.00891959999989922,21.68790709999257,0.9666460000003099,2.237485099999958,0.006210300000020652,18.468505099991944,9.160000035990379e-05,3512.0229622000998,4.94000000799133e-05,0.017584824934601784,-0.7964389324188232,3.5625088,1.8028967,-1.7143071,1.1625546,13.487992,-7.2190943,-13.519812,-21.775013,3.2151744,-7.266032,-13.496017,-21.703838,3.1958861,-7.330253,-13.560034,-21.708227,3.2009408,0.019731501,0.018190235,127000
127,0.016252456,1.0010864e-05,-0.0018640269,0.0006732174,-42.75409536338781,1,-42.75409536338781,-42.75409536338781,-42.75409536338781,0.0,-0.04259265549317366,-0.042754095363387846,-0.0551750343646572,0.001041923072723835,-0.0,0.0,-0.0,0.0,-0.04259265549317366,-0.04259265549317366,-0.04259265549317366,0.0,-0.0005282809,-0.0005282809,-0.0005282809,0.0,-0.05464675345036173,-0.05464675345036173,-0.05464675345036173,0.0,-0.0,-9.066377e-07,-0.0005282809,1.8216886e-05,-0.04259265549317366,-0.04275318872569857,-0.05464675345036173,0.0010319167846410133,128,128000,1000,1000.0,1000,0.0,0.4383952,0.00024905353,-0.28318164,0.06372464,-25.49743762244697,1,-25.49743762244697,-25.49743762244697,-25.49743762244697,0.0,-0.00564906601905397,-0.025497437622446977,-0.6268480583131186,0.033363169172573544,-0.004416575,-0.004416575,-0.004416575,0.0,-0.014316307705569433,-0.014316307705569433,-0.014316307705569433,0.0,-0.38438082,-0.38438082,-0.38438082,0.0,-0.24246724089978855,-0.24246724089978855,-0.24246724089978855,0.0,-7.68523e-11,-0.008121783,-0.38438082,0.02016407,-0.005432493187249662,-0.017375654204647126,-0.24246724089978855,0.01662593572140369,129,129000,1000,1000.0,1000,0.0,129000,0.0046821999999338,20.979211300004863,1.048561300000074,2.209208299999773,0.006209599999692728,17.71030930000552,0.00015289999964807066,3533.938047800099,8.770000022195745e-05,0.017456989735364914,-0.23333090543746948,3.312436,1.9423592,-0.3156482,0.8629261,13.406374,-7.276917,-13.410492,-21.723284,2.9505246,-7.2780514,-13.388306,-21.776268,2.953901,-7.2500935,-13.410964,-21.913717,2.9803045,0.008048174,0.017528212,128000
128,0.12095166,-0.12350241,-0.7237469,0.13311781,-120.23974401291612,1,-120.23974401291612,-120.23974401291612,-120.23974401291612,0.0,-0.0333449415302524,-0.12023974401291608,-1.1413980373270474,0.09704434221324369,-0.0070191184,-0.0070191184,-0.0070191184,0.0,-0.039350944191728555,-0.039350944191728555,-0.039350944191728555,0.0,-0.3155794,-0.3155794,-0.3155794,0.0,-0.22441784061999048,-0.22441784061999048,-0.22441784061999048,0.0,-3.2855496e-11,-0.065946385,-1.0476191,0.08670935,-0.03329898884823672,-0.05429335654488261,-0.22441784061999048,0.018923625272355547,129,129000,1000,1000.0,1000,0.0,0.42900032,-0.0003342992,-0.5537205,0.09978822,-46.826220564708976,1,-46.826220564708976,-46.826220564708976,-46.826220564708976,0.0,-0.011488357162125828,-0.04682622056470895,-0.9202701674427973,0.05913316920101231,-0.002428231,-0.002428231,-0.002428231,0.0,-0.026637947051280347,-0.026637947051280347,-0.026637947051280347,0.0,-0.14076734,-0.14076734,-0.14076734,0.0,-0.3102644955005805,-0.3102644955005805,-0.3102644955005805,0.0,-5.4913585e-10,-0.0199156,-0.6132127,0.039624047,-0.011212658613477321,-0.02691061922367028,-0.3102644955005805,0.02640180757305873,130,130000,1000,1000.0,1000,0.0,130000,0.008368200000404613,21.159723800001302,1.0064360999999735,2.262047899999743,0.010412900000119407,17.872154300000602,0.00017920000027515925,3556.0444956001106,0.00012520000018412247,0.0172724612057209,-0.1691114902496338,3.976348,1.958333,-2.4539945,1.208015,13.463102,-7.355181,-13.499311,-22.239725,3.5791948,-7.3820877,-13.450932,-22.174967,3.537518,-7.36483,-13.462093,-22.113203,3.5238664,0.05767028,0.02644771,129000
